stco,year,whc,sand,silt,clay,om,kwfactor,kffactor,spH,slope,tfactor,ppt1,ppt2
48053,2001,19.171,31.82,33.505,34.676,175.231,0.236,0.264,7.807,63.979,3.691,431.329,448.075
48053,2006,19.2,31.733,33.706,34.56,176.571,0.237,0.265,7.801,63.164,3.717,358.214,487.542
48053,2011,18.817,31.658,33.856,34.486,174.246,0.235,0.264,7.82,63.879,3.633,160.235,265.189
48055,1992,26.432,30.412,27.546,42.042,184.955,0.272,0.276,7.498,57.184,4.844,543.904,547.363
48055,2001,26.148,32.191,26.726,41.083,178.358,0.27,0.273,7.401,58.67,4.859,442.11,534.829
48055,2006,26.087,32.282,26.682,41.036,177.598,0.27,0.273,7.397,58.754,4.857,322.431,424.069
48055,2011,26.106,32.165,26.677,41.158,178.173,0.27,0.274,7.404,58.909,4.858,122.064,180.681
48057,1992,31.692,28.311,27.824,43.865,265.877,0.264,0.264,7.246,34.202,4.816,678.532,694.027
48057,2001,30.204,28.355,28.809,42.836,241.849,0.274,0.274,7.314,33.865,4.595,478.629,614.757
48057,2006,30.199,28.346,28.815,42.839,241.835,0.274,0.274,7.314,33.857,4.594,716.678,1051.795
48057,2011,30.194,28.351,28.812,42.837,241.807,0.274,0.274,7.314,33.863,4.594,135.329,212.247
48059,1992,22.427,37.246,25.029,37.725,150.836,0.232,0.238,7.48,76.185,4.262,396.943,442.281
48059,2001,23.935,39.227,23.873,36.9,153.603,0.231,0.231,7.478,77.046,4.587,248.662,303.084
48059,2006,23.921,39.229,23.874,36.897,153.543,0.231,0.231,7.478,77.065,4.586,283.355,335.652
48059,2011,23.912,39.265,23.853,36.881,153.271,0.231,0.231,7.477,77.126,4.587,181.47,306.443
48061,1992,24.655,28.989,32.965,38.046,173.789,0.269,0.269,8.085,31.541,4.842,363.965,499.277
48061,2001,24.831,29.313,32.127,38.561,175.238,0.264,0.264,8.079,31.322,4.854,235.064,360.284
48061,2006,24.846,29.409,32.067,38.524,175.204,0.264,0.264,8.078,31.327,4.853,272.936,455.026
48061,2011,24.86,29.472,32.028,38.501,175.23,0.264,0.264,8.077,31.329,4.853,232.276,268.61
48063,1992,28.161,49.92,22.228,27.851,90.464,0.269,0.27,5.025,49.256,4.61,637.225,659.871
48063,2001,28.354,49.951,22.243,27.806,89.125,0.27,0.27,5.013,49.877,4.629,635.358,742.237
48063,2006,28.342,49.95,22.243,27.807,89.215,0.27,0.27,5.012,49.767,4.625,408.452,340.176
48063,2011,28.327,49.973,22.244,27.783,89.215,0.269,0.27,5.012,49.727,4.625,301.732,384.585
48065,1992,33.823,19.411,41.061,39.528,179.546,0.337,0.337,8.081,44.373,4.995,495.665,493.971
48065,2001,34.424,18.316,42.329,39.355,180.881,0.345,0.345,8.083,41.319,4.996,296.117,278.189
48065,2006,34.42,18.346,42.311,39.343,180.817,0.345,0.345,8.083,41.336,4.996,421.264,480.832
48065,2011,34.417,18.35,42.304,39.346,180.821,0.344,0.344,8.083,41.379,4.996,81.518,146.798
48067,1992,27.929,53.991,20.139,25.871,99.249,0.25,0.251,4.953,51.404,4.6,628.653,719.479
48067,2001,27.991,53.96,20.177,25.863,98.519,0.25,0.251,4.96,51.471,4.61,695.013,870.267
48067,2006,27.989,53.918,20.187,25.895,98.488,0.25,0.251,4.959,51.445,4.606,556.236,525.125
48067,2011,27.995,53.888,20.205,25.907,98.493,0.25,0.252,4.959,51.462,4.606,313.569,380.566
48069,1992,30.74,27.778,32.631,39.591,151.217,0.291,0.291,7.931,38.572,4.983,450.478,443.829
48069,2001,30.702,28.25,32.319,39.431,150.768,0.291,0.291,7.931,37.728,4.986,294.973,246.182
48069,2006,30.703,28.228,32.318,39.453,150.8,0.291,0.291,7.931,37.731,4.986,312.602,429.414
48069,2011,30.699,28.246,32.315,39.439,150.794,0.291,0.291,7.931,37.775,4.985,54.597,136.181
48071,1992,27.1,19.988,35.025,44.987,167,0.339,0.339,6.009,31.53,4.964,647.877,651.819
48071,2001,27.439,22.157,33.987,43.856,164.233,0.336,0.336,5.978,32.34,4.962,1146.079,1344.848
48071,2006,27.473,22.127,33.995,43.878,164.799,0.336,0.336,5.973,32.328,4.962,967.536,1458.913
48071,2011,27.497,22.134,33.989,43.877,165.035,0.336,0.336,5.97,32.329,4.962,375.577,388.281
48073,1992,24.23,54.167,20.139,25.694,127.432,0.238,0.244,5.333,49.196,4.758,437.077,468.015
48073,2001,24.413,54.019,20.226,25.755,129.177,0.238,0.244,5.317,50.274,4.793,758.043,812.351
48073,2006,24.392,54.052,20.211,25.737,128.98,0.238,0.244,5.318,50.241,4.792,446.722,546.089
48073,2011,24.403,54.019,20.225,25.756,129.02,0.238,0.244,5.318,50.257,4.792,249.232,328.545
48075,1992,24.264,40.399,33.829,25.772,125.565,0.341,0.343,7.767,67.022,4.291,391.07,404.116
48075,2001,26.07,39.129,35.456,25.415,141.152,0.346,0.346,7.76,68.024,4.464,290.785,285.022
48075,2006,26.071,39.129,35.456,25.416,141.136,0.346,0.346,7.76,68.019,4.464,366.226,511.08
48075,2011,26.067,39.116,35.449,25.435,141.079,0.346,0.346,7.76,68.024,4.463,79.982,178.38
48077,1992,24.847,37.461,30.639,31.901,162.149,0.29,0.293,7.233,64.11,4.505,502.779,522.921
48077,2001,26.688,39.073,31.179,29.748,177.6,0.306,0.308,7.35,65.29,4.692,238.307,282.741
48077,2006,26.688,39.065,31.18,29.755,177.621,0.306,0.308,7.35,65.305,4.692,335.448,461.001
48077,2011,26.665,39.04,31.171,29.789,177.41,0.306,0.308,7.348,65.279,4.689,131.03,328.219
48079,1992,25.589,57.298,17.771,24.931,72.294,0.212,0.216,7.933,60.18,4.839,416.208,444.212
48079,2001,26.04,56.758,18.012,25.229,73.187,0.214,0.218,7.961,57.998,4.847,223.552,212.267
48079,2006,25.989,56.882,17.948,25.171,73.085,0.213,0.217,7.957,58.075,4.848,256.382,410.46
48079,2011,25.895,57.106,17.828,25.066,72.865,0.213,0.217,7.945,58.239,4.851,59.349,122.483
48081,1992,22.402,40.683,28.848,30.469,94.271,0.265,0.269,7.769,56.197,4.348,392.239,398.782
48081,2001,25.14,38.787,30.496,30.717,111.484,0.277,0.278,7.801,46.432,4.848,197.636,254.888
48081,2006,25.149,38.826,30.467,30.706,111.388,0.277,0.278,7.8,46.42,4.848,248.272,309.188
48081,2011,25.165,38.861,30.447,30.692,111.284,0.277,0.278,7.8,46.216,4.85,93.552,187.796
48083,1992,22.661,24.439,35.661,39.9,195.14,0.256,0.262,7.958,69.596,4.126,398.093,415.008
48083,2001,23.576,23.435,36.505,40.06,203.034,0.268,0.269,7.954,71.491,4.282,267.771,315.803
48083,2006,23.575,23.431,36.499,40.069,203.122,0.268,0.269,7.954,71.542,4.28,300,330.249
48083,2011,23.56,23.473,36.474,40.053,202.834,0.267,0.269,7.953,71.586,4.276,179.043,280.86
48085,1992,26.929,18.682,29.594,51.724,253.461,0.283,0.289,7.968,66.655,4.534,550.195,608.241
48085,2001,28.215,19.152,28.517,52.331,274.689,0.287,0.289,7.917,68.683,4.698,448.862,501.639
48085,2006,28.276,19.171,28.494,52.335,274.731,0.286,0.289,7.915,68.371,4.707,317.994,362.836
48085,2011,28.3,19.184,28.483,52.332,274.54,0.286,0.289,7.914,68.384,4.712,369.117,505.464
48087,1992,23.684,54.799,22.373,22.829,78.247,0.27,0.272,7.57,70.739,4.608,408.516,402.653
48087,2001,24.524,54.848,22.091,23.062,81.286,0.264,0.264,7.545,72.04,4.708,364.462,365.968
48087,2006,24.507,54.957,22.035,23.008,81.258,0.263,0.264,7.544,71.911,4.709,347.238,463.036
48087,2011,24.514,55.029,21.991,22.98,81.177,0.263,0.263,7.542,72.042,4.711,67.453,181.728
48089,1992,28.753,47.7,22.335,29.965,143.869,0.28,0.281,6.792,47.835,4.892,726.29,692.745
48089,2001,28.974,46.729,22.542,30.729,147.467,0.281,0.282,6.876,45.936,4.863,598.853,723.962
48089,2006,28.976,46.737,22.537,30.726,147.38,0.281,0.282,6.876,45.943,4.863,414.355,669.456
48089,2011,28.976,46.732,22.54,30.728,147.43,0.281,0.282,6.876,45.953,4.863,164.685,228.152
48091,1992,19.589,21.16,32.714,46.125,192.368,0.215,0.255,7.903,60.33,3.675,604.525,520.239
48091,2001,28.933,18.551,31.601,49.848,241.766,0.282,0.286,7.974,61.193,4.783,482.432,561.097
48091,2006,29.048,18.675,31.544,49.781,241.901,0.282,0.286,7.984,61.824,4.802,270.121,379.585
48091,2011,28.914,18.774,31.494,49.733,241.38,0.28,0.285,7.986,62.021,4.79,99.809,197.455
48093,1992,21.239,50.709,17.445,31.845,107.534,0.203,0.206,6.872,61.788,4.501,464.439,528.591
48093,2001,20.92,52.629,15.571,31.8,98.61,0.197,0.199,6.727,62.309,4.488,260.663,289.172
48093,2006,20.926,52.622,15.567,31.811,98.424,0.197,0.2,6.729,62.33,4.488,353.235,380.788
48093,2011,20.951,52.478,15.701,31.821,99.107,0.198,0.2,6.741,62.383,4.489,279.566,465.446
48095,1992,26.502,23.89,38.403,37.707,208.676,0.266,0.276,8.153,56.433,4.017,357.374,378.678
48095,2001,28.91,22.09,39.258,38.652,219.204,0.274,0.277,8.159,51.855,4.4,235.014,276.872
48095,2006,28.911,22.078,39.261,38.662,219.25,0.274,0.277,8.159,51.857,4.4,318.163,342.878
48095,2011,28.856,22.091,39.263,38.645,218.981,0.274,0.277,8.159,51.915,4.391,148.814,238.445
48097,1992,21.18,33.121,26.913,39.966,157.724,0.23,0.241,7.358,61.581,3.878,431.72,553.589
48097,2001,22.033,32.309,27.012,40.679,163.653,0.238,0.243,7.351,64.4,3.999,349.856,448.708
48097,2006,22.04,32.274,27.025,40.701,163.753,0.238,0.243,7.353,64.424,4,372.511,406.968
48097,2011,22.036,32.274,27.026,40.701,163.747,0.238,0.243,7.352,64.44,3.999,301.852,416.145
48099,1992,18.922,23.861,40.916,35.223,188.501,0.23,0.282,7.91,70.191,3.105,463.43,442.447
48099,2001,20.674,19.54,43.068,37.392,200.767,0.257,0.295,7.94,71.907,3.421,455.598,466.011
48099,2006,20.729,19.492,43.041,37.468,201.262,0.258,0.295,7.941,71.862,3.429,349.585,433.786
48099,2011,20.798,19.321,43.229,37.45,202.031,0.258,0.296,7.944,71.805,3.403,134.549,257.665
48101,1992,24.276,47.446,25.513,27.041,95.238,0.3,0.3,7.739,67.26,4.463,403.191,413.64
48101,2001,25.066,46.258,27.17,26.572,101.925,0.314,0.314,7.768,65.948,4.495,235.533,233.551
48101,2006,25.066,46.259,27.17,26.571,101.92,0.314,0.314,7.768,65.95,4.495,322.597,527.295
48101,2011,25.059,46.255,27.17,26.575,101.912,0.314,0.314,7.768,65.945,4.494,70.124,162.804
48103,1992,19.208,37.477,40.152,22.371,51.173,0.281,0.303,7.983,77.588,3.751,334.208,338.464
48103,2001,16.302,60.495,23.38,16.124,231.168,0.192,0.256,8.115,74.04,3.744,89.13,87.773
48103,2006,17.942,69.274,17.285,13.441,260.458,0.172,0.197,7.98,74.574,4.515,177.5,223.243
48103,2011,17.942,69.274,17.285,13.441,260.458,0.172,0.197,7.98,74.574,4.515,59.556,101.995
48105,1992,27.933,11.738,52.135,36.127,219.229,0.303,0.332,8.142,72.388,4.531,356.104,332.578
48105,2001,34.445,8.25,54.836,36.914,262.696,0.328,0.332,8.138,89.202,4.993,191.75,165.141
48105,2006,33.653,7.791,55.273,36.936,244.513,0.334,0.336,8.151,83.254,4.994,190.356,228.741
48105,2011,33.69,7.698,55.333,36.969,244.37,0.334,0.336,8.15,83.199,4.994,41.714,105.16
48107,1992,25.483,35.135,29.145,35.719,105.814,0.272,0.273,7.824,38.943,4.957,453.709,461.952
48107,2001,25.503,34.403,29.615,35.982,104.965,0.274,0.275,7.836,37.568,4.968,217.783,175.437
48107,2006,25.504,34.393,29.617,35.991,104.998,0.274,0.275,7.836,37.581,4.968,252.128,398.739
48107,2011,25.501,34.401,29.616,35.982,104.977,0.274,0.275,7.836,37.583,4.968,41.305,110.974
48109,1992,29.364,46.709,23.153,30.138,139.151,0.246,0.25,8.03,78.731,4.92,178.735,217.089
48109,2001,29.821,35.698,27.24,37.062,156.448,0.248,0.254,8.061,67.875,4.97,83.955,87.222
48109,2006,29.736,37.402,28.24,34.358,151.717,0.261,0.267,8.051,67.549,4.842,163.234,230.971
48109,2011,29.5,38.916,27.651,33.433,147.905,0.261,0.267,8.044,67.805,4.853,47.648,62.39
48111,1992,28.958,41.663,29.313,29.024,89.615,0.277,0.278,8.089,52.357,4.941,328.981,322.169
48111,2001,28.578,42.711,28.944,28.345,87.983,0.276,0.276,8.061,54.812,4.946,263.271,269.026
48111,2006,28.577,42.721,28.947,28.331,88.056,0.276,0.276,8.062,54.861,4.945,339.181,383.262
48111,2011,28.53,42.748,28.945,28.307,87.926,0.276,0.276,8.061,55.151,4.941,120.903,172.084
48113,1992,22.812,20.604,30.642,48.754,186.851,0.251,0.269,7.842,58.87,4.375,580.807,619.693
48113,2001,26.729,19.447,29.116,51.436,228.697,0.257,0.264,7.789,52.468,4.75,455.717,518.104
48113,2006,26.756,19.385,29.025,51.59,229.649,0.256,0.262,7.79,52,4.755,408.159,378.534
48113,2011,26.774,19.294,29.017,51.689,231.397,0.256,0.262,7.789,51.711,4.76,296.871,446.678
48115,1992,28.465,58.009,17.46,24.531,85.753,0.267,0.269,7.965,59.891,4.878,414.802,437.507
48115,2001,28.847,58.179,17.372,24.448,84.551,0.269,0.271,7.958,61.808,4.895,118.603,120.379
48115,2006,28.837,58.129,17.402,24.469,84.734,0.269,0.271,7.959,61.747,4.894,205.662,366.975
48115,2011,28.834,58.134,17.4,24.467,84.704,0.269,0.271,7.959,61.748,4.893,28.145,61.403
48117,1992,31.023,28.791,31.872,39.337,126.389,0.29,0.291,7.969,39.839,4.991,413.174,410.387
48117,2001,31.359,28.259,31.582,40.159,126.33,0.287,0.287,7.967,37.997,4.995,283.179,225.739
48117,2006,31.347,28.252,31.588,40.16,126.386,0.287,0.287,7.966,38.057,4.995,356.549,433.213
48117,2011,31.337,28.271,31.592,40.136,126.411,0.287,0.287,7.966,38.094,4.995,87.115,158.449
48119,1992,27.823,21.316,28.874,49.809,239.676,0.275,0.276,7.342,67.674,4.927,735.84,706.58
48119,2001,28.093,21.294,28.632,50.074,249.372,0.275,0.275,7.332,68.214,4.939,544.908,636.182
48119,2006,28.094,21.293,28.631,50.076,249.398,0.275,0.275,7.332,68.21,4.939,415.507,423.593
48119,2011,28.146,21.01,28.435,50.555,252.216,0.273,0.273,7.339,67.551,4.942,393.478,453.04
48121,1992,25.17,25.617,31.237,43.147,179.102,0.252,0.267,7.47,69.998,4.395,470.062,550.654
48121,2001,25.745,25.149,31.452,43.399,184.364,0.256,0.269,7.503,72.3,4.425,449.437,492.573
48121,2006,25.716,25.151,31.475,43.374,184.411,0.255,0.269,7.505,72.427,4.421,319.141,337.798
48121,2011,25.683,25.22,31.517,43.263,184.45,0.255,0.268,7.506,72.47,4.415,337.048,478.495
48123,1992,26.337,48.209,22.051,29.74,172.197,0.24,0.245,7.45,63.854,4.825,580.662,568.803
48123,2001,26.31,49.343,21.023,29.635,166.629,0.235,0.242,7.407,64.17,4.825,519.196,620.678
48123,2006,26.301,49.381,21.014,29.606,166.62,0.235,0.242,7.408,64.169,4.824,341.302,486.034
48123,2011,26.303,49.424,20.99,29.586,166.405,0.235,0.241,7.405,64.222,4.825,137.339,258.975
48125,1992,27.203,46.565,23.559,29.875,100.101,0.246,0.247,7.67,59.313,4.771,451.208,451.442
48125,2001,29.948,35.249,27.908,36.843,130.821,0.258,0.258,7.794,45.746,4.876,233.328,192.167
48125,2006,29.848,35.398,27.91,36.692,130.162,0.258,0.258,7.796,45.908,4.869,274.67,471.791
48125,2011,29.811,35.5,27.879,36.621,129.958,0.258,0.258,7.796,45.954,4.868,67.035,150.782
48127,1992,20.344,42.652,25.057,32.291,129.892,0.308,0.315,7.686,66.005,4.074,373.51,409.149
48127,2001,26.51,25.172,40.009,34.819,199.654,0.317,0.318,7.884,48.163,4.674,190.335,211.212
48127,2006,26.341,25.566,39.682,34.753,197.712,0.316,0.318,7.882,48.385,4.65,131.206,248.629
48127,2011,26.328,25.524,39.779,34.698,198.094,0.316,0.318,7.879,48.34,4.65,89.459,209.113
48129,1992,27.923,54.73,19.496,25.774,86.594,0.227,0.228,7.612,67.53,4.762,441.787,432.821
48129,2001,28.95,52.232,20.383,27.384,96.774,0.232,0.232,7.596,64.671,4.887,320.783,332.067
48129,2006,28.947,52.209,20.402,27.388,96.709,0.232,0.232,7.597,64.671,4.887,335.875,423.586
48129,2011,28.912,52.2,20.397,27.403,96.587,0.232,0.232,7.596,64.669,4.887,60.787,164.773
48131,1992,25.211,56.632,18.663,24.705,138.843,0.222,0.229,7.643,80.276,4.482,441.64,436.378
48131,2001,21.935,56.553,19.392,24.055,121.621,0.227,0.248,7.625,79.673,4.064,322.465,335.91
48131,2006,21.939,56.57,19.363,24.067,121.774,0.227,0.248,7.625,79.662,4.063,289.283,547.008
48131,2011,22.016,56.597,19.34,24.063,121.274,0.227,0.248,7.623,79.86,4.077,88.153,145.526
48133,1992,19.128,50.266,16.728,33.006,89.849,0.208,0.211,6.658,65.864,4.316,437.518,529.644
48133,2001,19.653,55.05,13.222,31.728,80.456,0.191,0.191,6.501,66.043,4.515,276.001,313.129
48133,2006,19.654,55.036,13.24,31.724,80.483,0.191,0.191,6.502,66.069,4.515,337.766,391.734
48133,2011,19.652,55.035,13.241,31.724,80.474,0.191,0.191,6.503,66.077,4.515,218.513,380.904
48135,1992,21.774,51.742,22.424,25.835,105.307,0.22,0.238,7.871,87.447,3.192,332.194,332.781
48135,2001,21.945,54.973,19.712,25.315,107.862,0.21,0.219,7.812,89.205,3.376,95.949,97.349
48135,2006,20.282,54.513,20.252,25.235,100.979,0.212,0.232,7.808,89.359,3.131,183.3,248.786
48135,2011,21.427,54.74,19.94,25.32,105.672,0.211,0.223,7.804,89.197,3.304,30.92,67.334
48137,1992,14.503,31.886,36.028,32.086,244.044,0.136,0.233,7.86,65.025,2.921,342.112,305.39
48137,2001,27.694,26.282,32.657,41.061,237.55,0.246,0.263,7.997,78.677,4.526,345.702,419.388
48137,2006,27.364,26.274,32.672,41.053,235.807,0.245,0.261,7.996,78.818,4.476,250.294,359.855
48137,2011,27.921,26.953,32.639,40.408,239.804,0.248,0.262,7.998,79.764,4.605,137.265,234.401
48139,1992,23.034,18.247,29.816,51.937,215.967,0.229,0.248,7.928,64.926,4.341,538.15,538.302
48139,2001,26.083,18.713,28.922,52.365,250.258,0.235,0.241,7.872,63.902,4.685,432.507,505.716
48139,2006,26.072,18.703,28.95,52.347,250.208,0.236,0.241,7.872,64.024,4.682,404.703,445.897
48139,2011,26.064,18.71,28.961,52.329,250.034,0.236,0.241,7.872,64.07,4.681,195.66,330.57
48141,1992,21.835,32.558,44.409,23.033,98.661,0.397,0.406,8.078,32.101,4.516,137.886,155.854
48141,2001,21.51,32.793,43.944,23.262,96.372,0.389,0.398,8.086,31.887,4.54,62.234,63.017
48141,2006,21.532,32.807,44.018,23.174,96.576,0.39,0.399,8.085,31.858,4.544,174.3,284.211
48141,2011,21.546,32.761,44.077,23.162,96.681,0.391,0.4,8.085,31.767,4.545,62.678,89.235
48143,1992,21.473,45.831,22.792,31.377,114.957,0.226,0.235,7.202,62.096,4.34,423.634,468.865
48143,2001,22.187,48.538,20.807,30.655,108.02,0.226,0.232,7.057,64.559,4.528,295.963,305.524
48143,2006,22.201,48.583,20.769,30.648,107.889,0.226,0.232,7.056,64.614,4.533,397.984,423.449
48143,2011,22.164,48.286,20.919,30.795,109.025,0.226,0.232,7.069,64.671,4.515,267.186,432.5
48145,1992,28.33,25.145,32.022,42.833,213.138,0.291,0.293,7.538,57.363,4.913,472.328,478.442
48145,2001,28.44,24.803,32.083,43.114,213.033,0.291,0.293,7.546,57.92,4.927,515.914,562.349
48145,2006,28.44,24.804,32.07,43.127,212.971,0.291,0.293,7.546,57.918,4.927,424.013,517.063
48145,2011,28.439,24.741,32.026,43.233,212.824,0.29,0.293,7.547,57.759,4.927,149.255,207.459
48147,1992,26.163,24.54,33.737,41.723,165.151,0.3,0.301,7.33,57.622,4.427,683.92,703.087
48147,2001,26.915,25.127,33.616,41.257,181.053,0.3,0.3,7.253,59.794,4.519,505.487,592.031
48147,2006,26.921,25.103,33.612,41.285,181.229,0.3,0.3,7.255,59.813,4.52,436.365,477.353
48147,2011,26.988,25.214,33.62,41.166,180.769,0.3,0.3,7.247,59.406,4.526,415.009,474.968
48149,1992,24.634,37.688,26.774,35.538,163.726,0.27,0.272,7.141,63.719,4.332,686.848,666.02
48149,2001,24.967,36.524,26.774,36.701,166.408,0.268,0.27,7.23,64.515,4.317,531.325,648.136
48149,2006,24.956,36.529,26.764,36.707,166.338,0.268,0.27,7.228,64.543,4.316,321.983,506.673
48149,2011,24.956,36.529,26.765,36.706,166.335,0.268,0.27,7.228,64.544,4.315,145.256,198.987
48151,1992,26.634,44.209,27.488,28.303,88.793,0.33,0.33,7.857,61.956,4.421,400.915,428.949
48151,2001,28.126,42.422,28.46,29.117,94.632,0.339,0.339,7.868,62.405,4.437,207.041,245.486
48151,2006,28.127,42.438,28.448,29.114,94.608,0.339,0.339,7.868,62.431,4.437,228.45,356.263
48151,2011,28.114,42.441,28.446,29.112,94.575,0.339,0.339,7.867,62.421,4.437,55.662,149.402
48153,1992,31.566,27.47,30.713,41.817,120.095,0.282,0.282,7.944,36.148,4.979,477.588,485.72
48153,2001,31.707,27.479,30.808,41.713,119.145,0.284,0.284,7.957,35.447,4.985,266.057,211.118
48153,2006,31.707,27.491,30.807,41.702,119.132,0.284,0.284,7.957,35.467,4.985,263.705,419.665
48153,2011,31.708,27.501,30.805,41.694,119.121,0.284,0.284,7.957,35.469,4.985,46.859,117.345
48155,1992,27.024,35.599,28.401,36,125.972,0.259,0.26,7.869,53.036,4.739,458.979,468.285
48155,2001,29.122,34.931,28.769,36.301,133.63,0.258,0.259,7.89,45.984,4.954,217.28,198.339
48155,2006,29.122,34.931,28.769,36.3,133.624,0.258,0.259,7.89,45.984,4.954,298.056,535.474
48155,2011,29.115,34.97,28.753,36.277,133.531,0.258,0.259,7.89,46.061,4.954,68.461,166.531
48157,1992,30.011,24.457,32.013,43.53,266.297,0.293,0.293,7.131,22.052,4.997,814.243,774.328
48157,2001,30.086,25.172,31.39,43.438,263.361,0.291,0.291,7.087,21.486,4.997,829.093,948.254
48157,2006,30.057,25.159,31.303,43.538,263.165,0.29,0.29,7.085,21.403,4.997,572.947,947.056
48157,2011,30.028,24.97,31.23,43.8,264.665,0.289,0.289,7.094,21.315,4.997,158.417,254.151
48159,1992,26.604,37.98,27.974,34.046,110.368,0.294,0.294,5.933,57.376,4.743,867.326,835.212
48159,2001,26.644,37.547,28.305,34.148,110.371,0.296,0.296,5.961,57.743,4.757,597.982,712.153
48159,2006,26.642,37.543,28.308,34.149,110.377,0.296,0.296,5.962,57.738,4.757,383.285,336.999
48159,2011,26.627,37.611,28.29,34.1,110.369,0.296,0.296,5.957,57.647,4.755,345.108,422.114
48161,1992,23.77,45.652,26.109,28.239,102.17,0.294,0.297,6.161,54.544,4.905,487.994,493.092
48161,2001,24.011,44.946,26.429,28.625,103.423,0.296,0.299,6.169,54.743,4.914,517.583,568.323
48161,2006,24,44.967,26.417,28.617,103.411,0.296,0.299,6.169,54.74,4.913,406.106,454.445
48161,2011,24.005,44.93,26.398,28.672,103.669,0.296,0.299,6.17,54.714,4.913,240.899,315.238
48163,1992,21.561,53.155,18.936,27.909,147.935,0.302,0.312,7.389,69.345,4.428,411.612,438.094
48163,2001,20.991,56.74,16.572,26.688,131.279,0.313,0.32,7.332,73.132,4.393,257.264,295.046
48163,2006,21.008,56.659,16.63,26.711,131.678,0.313,0.32,7.334,73.048,4.393,139.596,229.136
48163,2011,21.017,56.638,16.645,26.716,131.788,0.313,0.32,7.334,72.964,4.394,64.682,158.058
48165,1992,19.028,65.65,12.7,21.65,52.744,0.187,0.191,7.485,81.917,4.527,370.247,374.258
48165,2001,19.212,66.528,12.019,21.453,53.295,0.182,0.184,7.429,82.528,4.618,133.911,132.8
48165,2006,19.199,66.533,12.022,21.445,53.312,0.182,0.184,7.43,82.508,4.615,209.481,335.944
48165,2011,19.187,66.526,12.031,21.443,53.294,0.182,0.185,7.431,82.519,4.611,9.925,61.301
48167,1992,26.097,30.578,30.966,38.457,209.61,0.284,0.291,7.031,31.405,4.9,768.266,808.83
48167,2001,27.95,30.352,30.419,39.229,225.203,0.28,0.287,7.054,31.996,4.984,1110.11,1274.928
48167,2006,27.933,30.48,30.287,39.234,225.353,0.279,0.286,7.058,32.106,4.983,844.622,1277.655
48167,2011,27.905,30.526,30.205,39.27,225.553,0.278,0.285,7.056,32.101,4.982,210.583,276.344
48169,1992,26.302,43.969,25.186,30.845,98.626,0.25,0.251,7.698,50.071,4.906,445.461,456.974
48169,2001,26.763,38.069,28.361,33.57,106.207,0.268,0.268,7.785,39.827,4.934,183.03,168.739
48169,2006,26.769,38.034,28.377,33.589,106.207,0.268,0.268,7.785,39.86,4.933,267.696,481.064
48169,2011,26.75,38.101,28.351,33.548,106.157,0.268,0.268,7.786,39.879,4.934,37.816,93.284
48171,1992,21.63,36.015,31.187,32.798,155.016,0.251,0.257,7.707,65.895,4.07,499.591,426.084
48171,2001,24.44,45.394,24.874,29.732,136.664,0.24,0.242,7.49,68.911,4.493,341.403,441.529
48171,2006,24.348,44.503,25.497,30,139.126,0.242,0.244,7.513,68.671,4.477,383.769,519.119
48171,2011,24.333,44.071,25.789,30.14,140.405,0.243,0.244,7.522,68.532,4.475,73.141,134.425
48173,1992,27.66,25.566,41.05,33.384,159.892,0.31,0.312,8.134,40.007,4.871,367.419,381.805
48173,2001,27.769,26.854,40.33,32.816,153.94,0.311,0.311,8.118,39.377,4.956,137.506,148.825
48173,2006,27.761,26.974,40.264,32.762,153.334,0.31,0.311,8.117,39.418,4.957,184.356,294.846
48173,2011,27.745,26.921,40.317,32.763,153.391,0.311,0.312,8.118,39.348,4.957,57.423,114.127
48175,1992,27.926,48.922,21.959,29.119,163.877,0.247,0.249,7.676,56.437,4.651,567.991,569.136
48175,2001,27.228,51.534,20.493,27.973,143.65,0.257,0.258,7.599,51.686,4.597,495.602,588.294
48175,2006,27.231,51.55,20.485,27.965,143.724,0.257,0.258,7.599,51.776,4.597,367.419,612.824
48175,2011,27.231,51.575,20.466,27.96,143.631,0.257,0.258,7.598,51.728,4.598,109.989,240.797
48177,1992,25.714,36.615,28.734,34.651,155.166,0.277,0.283,6.925,61.457,4.524,622.919,600.706
48177,2001,25.336,36.421,28.657,34.922,151.616,0.278,0.284,6.901,62.153,4.478,461.29,549.508
48177,2006,25.308,36.441,28.643,34.916,151.469,0.278,0.284,6.899,62.179,4.476,288.207,424.684
48177,2011,25.322,36.435,28.655,34.911,151.471,0.278,0.284,6.9,62.166,4.477,119.808,206.069
48179,1992,35.978,31.048,29.151,39.801,165.33,0.267,0.268,7.751,42.984,4.866,419.108,398.459
48179,2001,38.141,28.358,30.005,41.637,179.433,0.271,0.271,7.746,36.936,4.962,309.943,305.748
48179,2006,37.972,28.726,29.86,41.414,178.067,0.27,0.271,7.74,37.363,4.962,374.927,425.293
48179,2011,37.948,28.812,29.826,41.361,177.785,0.27,0.27,7.739,37.431,4.962,127.142,206.98
48181,1992,20.142,24.343,30.994,44.663,135.998,0.266,0.272,7.394,62.171,4.131,526.521,616.503
48181,2001,21.207,24.12,31.237,44.643,143.956,0.272,0.274,7.356,64.332,4.288,443.193,550.21
48181,2006,21.205,24.118,31.243,44.639,143.814,0.272,0.274,7.355,64.325,4.288,379.748,404.984
